stratum,path,bit,draw,abs_bit,cycle,cls,out_ok,hang,cnt_ok,cnt_err,gave_up_early,never_gives_up,strap_ok,noboot_set,valid_lost,record_ok,tmr_report
epoch,epoch_q,17,0,17,42,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,17,1,17,92,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,17,2,17,57,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,17,3,17,75,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,18,0,18,16,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,18,1,18,75,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,18,2,18,93,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,18,3,18,60,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,19,0,19,94,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,19,1,19,100,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,19,2,19,90,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,19,3,19,11,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,20,0,20,28,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,20,1,20,5,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,20,2,20,72,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,20,3,20,45,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,21,0,21,3,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,21,1,21,32,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,21,2,21,28,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,21,3,21,26,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,22,0,22,37,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,22,1,22,30,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,22,2,22,34,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,22,3,22,77,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,23,0,23,81,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,23,1,23,95,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,23,2,23,57,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,23,3,23,66,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,24,0,24,65,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,24,1,24,77,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,24,2,24,22,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,24,3,24,32,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,25,0,25,36,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,25,1,25,15,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,25,2,25,25,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,25,3,25,63,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,26,0,26,93,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,26,1,26,20,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,26,2,26,74,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,26,3,26,38,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,0,27,98,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,1,27,52,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,2,27,98,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,27,3,27,93,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,0,28,81,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,1,28,61,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,2,28,75,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,28,3,28,78,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,0,29,73,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,1,29,27,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,2,29,52,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,29,3,29,63,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,30,0,30,56,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,30,1,30,48,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,30,2,30,85,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,30,3,30,85,MASKED,True,,True,0,False,False,True,False,False,True,0
epoch,epoch_q,31,0,31,20,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,31,1,31,26,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,31,2,31,70,SDC,False,,True,0,False,False,True,False,False,False,0
epoch,epoch_q,31,3,31,57,SDC,False,,True,0,False,False,True,False,False,False,0
